Version;Date_of_report;Date_of_statistics_week_start;Variant_code;Variant_name;ECDC_category;WHO_category;Is_subvariant_of;Sample_size;Variant_cases
4;2024-08-14 06:45:34;2021-10-11;JN.1;Omicron;VOI;VUM;BA.2.86;1674;0
4;2024-08-14 06:45:34;2021-10-11;KP.2;Omicron;;VUM;JN.1;1674;0
4;2024-08-14 06:45:34;2021-10-11;KP.3;Omicron;;VUM;JN.1;1674;0
4;2024-08-14 06:45:34;2021-10-11;BA.2;Omicron;DEV;;B.1.1.529;1674;0
4;2024-08-14 06:45:34;2021-10-11;BA.4;Omicron;DEV;;B.1.1.529;1674;0
4;2024-08-14 06:45:34;2021-10-11;BA.5;Omicron;DEV;;B.1.1.529;1674;0
4;2024-08-14 06:45:34;2021-10-11;BQ.1;Omicron;DEV;;BA.5;1674;0
4;2024-08-14 06:45:34;2021-10-11;BA.2.3.20;Omicron;DEV;;BA.2;1674;0
4;2024-08-14 06:45:34;2021-10-11;BF.7;Omicron;DEV;;BA.5;1674;0
4;2024-08-14 06:45:34;2021-10-11;XBC;Omicron;DEV;;Recombinants;1674;0
4;2024-08-14 06:45:34;2021-10-11;BN.1;Omicron;DEV;;BA.2.75;1674;0
4;2024-08-14 06:45:34;2021-10-11;XAY;Omicron;DEV;;Recombinants;1674;0
4;2024-08-14 06:45:34;2021-10-11;BQ.1.1;Omicron;;;BQ.1;1674;0
4;2024-08-14 06:45:34;2021-10-11;BA.4.6;Omicron;;;BA.4;1674;0
4;2024-08-14 06:45:34;2021-10-11;BA.3;Omicron;DEV;;B.1.1.529;1674;0
4;2024-08-14 06:45:34;2021-10-11;BA.2.12.1;Omicron;DEV;;BA.2+S:L452X;1674;0
4;2024-08-14 06:45:34;2021-10-11;BA.1;Omicron;DEV;;B.1.1.529;1674;0
4;2024-08-14 06:45:34;2021-10-11;B.1.617.2;Delta;DEV;;;1674;1674
4;2024-08-14 06:45:34;2021-10-11;B.1.351;Beta;DEV;;;1674;0
4;2024-08-14 06:45:34;2021-10-11;P.1;Gamma;DEV;;;1674;0
4;2024-08-14 06:45:34;2021-10-11;B.1.1.7;Alpha;DEV;;;1674;0
4;2024-08-14 06:45:34;2021-10-11;B.1.621;Mu;DEV;;;1674;0
4;2024-08-14 06:45:34;2021-10-11;C.37;Lambda;DEV;;;1674;0
4;2024-08-14 06:45:34;2021-10-11;BA.2+S:L452X;Omicron;DEV;;BA.2;1674;0
4;2024-08-14 06:45:34;2021-10-11;XAK;Omicron;DEV;;Recombinants;1674;0
4;2024-08-14 06:45:34;2021-10-11;XBF;Omicron;;;Recombinants;1674;0
4;2024-08-14 06:45:34;2021-10-11;XBB.1.9;Omicron;DEV;VUM;XBB;1674;0
4;2024-08-14 06:45:34;2021-10-18;Recombinants;Recombinants;;;;1514;0
4;2024-08-14 06:45:34;2021-10-18;B.1.1.529;Omicron;;;;1514;0
4;2024-08-14 06:45:34;2021-10-18;BA.2.75;Omicron;VOI;;BA.2;1514;0
4;2024-08-14 06:45:34;2021-10-18;XBB.1.5;Omicron;VOI;VOI;XBB;1514;0
4;2024-08-14 06:45:34;2021-10-18;EG.5;Omicron;VOI;VOI;XBB.1.9;1514;0
4;2024-08-14 06:45:34;2021-10-18;XBB.1.16;Omicron;VUM;VOI;XBB;1514;0
4;2024-08-14 06:45:34;2021-10-18;CH.1.1;Omicron;DEV;;BA.2.75;1514;0
4;2024-08-14 06:45:34;2021-10-18;XBB;Omicron;DEV;VUM;Recombinants;1514;0
4;2024-08-14 06:45:34;2021-10-18;BA.2.86;Omicron;VOI;VUM;BA.2;1514;0
4;2024-08-14 06:45:34;2021-10-18;JN.1;Omicron;VOI;VUM;BA.2.86;1514;0
4;2024-08-14 06:45:34;2021-10-18;KP.2;Omicron;;VUM;JN.1;1514;0
4;2024-08-14 06:45:34;2021-10-18;KP.3;Omicron;;VUM;JN.1;1514;0
4;2024-08-14 06:45:34;2021-10-18;BA.2;Omicron;DEV;;B.1.1.529;1514;0
4;2024-08-14 06:45:34;2021-10-18;BA.4;Omicron;DEV;;B.1.1.529;1514;0
4;2024-08-14 06:45:34;2021-10-18;BA.5;Omicron;DEV;;B.1.1.529;1514;0
4;2024-08-14 06:45:34;2021-10-18;BQ.1;Omicron;DEV;;BA.5;1514;0
4;2024-08-14 06:45:34;2021-10-18;BA.2.3.20;Omicron;DEV;;BA.2;1514;0
4;2024-08-14 06:45:34;2021-10-18;BF.7;Omicron;DEV;;BA.5;1514;0
4;2024-08-14 06:45:34;2021-10-18;XBC;Omicron;DEV;;Recombinants;1514;0
4;2024-08-14 06:45:34;2021-10-18;BN.1;Omicron;DEV;;BA.2.75;1514;0
4;2024-08-14 06:45:34;2021-10-18;XAY;Omicron;DEV;;Recombinants;1514;0
4;2024-08-14 06:45:34;2021-10-18;BQ.1.1;Omicron;;;BQ.1;1514;0
4;2024-08-14 06:45:34;2021-10-18;BA.4.6;Omicron;;;BA.4;1514;0
4;2024-08-14 06:45:34;2021-10-18;BA.3;Omicron;DEV;;B.1.1.529;1514;0
4;2024-08-14 06:45:34;2021-10-18;BA.2.12.1;Omicron;DEV;;BA.2+S:L452X;1514;0
4;2024-08-14 06:45:34;2021-10-18;BA.1;Omicron;DEV;;B.1.1.529;1514;0
4;2024-08-14 06:45:34;2021-10-18;B.1.617.2;Delta;DEV;;;1514;1514
4;2024-08-14 06:45:34;2021-10-18;B.1.351;Beta;DEV;;;1514;0
4;2024-08-14 06:45:34;2021-10-18;P.1;Gamma;DEV;;;1514;0
4;2024-08-14 06:45:34;2021-10-18;B.1.1.7;Alpha;DEV;;;1514;0
4;2024-08-14 06:45:34;2021-10-18;B.1.621;Mu;DEV;;;1514;0
4;2024-08-14 06:45:34;2021-10-18;C.37;Lambda;DEV;;;1514;0
4;2024-08-14 06:45:34;2021-10-18;BA.2+S:L452X;Omicron;DEV;;BA.2;1514;0
4;2024-08-14 06:45:34;2021-10-18;XAK;Omicron;DEV;;Recombinants;1514;0
4;2024-08-14 06:45:34;2021-10-18;XBF;Omicron;;;Recombinants;1514;0
4;2024-08-14 06:45:34;2021-10-18;XBB.1.9;Omicron;DEV;VUM;XBB;1514;0
4;2024-08-14 06:45:34;2021-10-25;Recombinants;Recombinants;;;;1913;0
4;2024-08-14 06:45:34;2021-10-25;B.1.1.529;Omicron;;;;1913;0
4;2024-08-14 06:45:34;2021-10-25;BA.2.75;Omicron;VOI;;BA.2;1913;0
4;2024-08-14 06:45:34;2021-10-25;XBB.1.5;Omicron;VOI;VOI;XBB;1913;0
4;2024-08-14 06:45:34;2021-10-25;EG.5;Omicron;VOI;VOI;XBB.1.9;1913;0
4;2024-08-14 06:45:34;2021-10-25;XBB.1.16;Omicron;VUM;VOI;XBB;1913;0
4;2024-08-14 06:45:34;2021-10-25;CH.1.1;Omicron;DEV;;BA.2.75;1913;0
4;2024-08-14 06:45:34;2021-10-25;XBB;Omicron;DEV;VUM;Recombinants;1913;0
4;2024-08-14 06:45:34;2021-10-25;BA.2.86;Omicron;VOI;VUM;BA.2;1913;0
4;2024-08-14 06:45:34;2021-10-25;JN.1;Omicron;VOI;VUM;BA.2.86;1913;0
4;2024-08-14 06:45:34;2021-10-25;KP.2;Omicron;;VUM;JN.1;1913;0
4;2024-08-14 06:45:34;2021-10-25;KP.3;Omicron;;VUM;JN.1;1913;0
4;2024-08-14 06:45:34;2021-10-25;BA.2;Omicron;DEV;;B.1.1.529;1913;0
4;2024-08-14 06:45:34;2021-10-25;BA.4;Omicron;DEV;;B.1.1.529;1913;0
4;2024-08-14 06:45:34;2021-10-25;BA.5;Omicron;DEV;;B.1.1.529;1913;0
4;2024-08-14 06:45:34;2021-10-25;BQ.1;Omicron;DEV;;BA.5;1913;0
4;2024-08-14 06:45:34;2021-10-25;BA.2.3.20;Omicron;DEV;;BA.2;1913;0
4;2024-08-14 06:45:34;2021-10-25;BF.7;Omicron;DEV;;BA.5;1913;0
4;2024-08-14 06:45:34;2021-10-25;XBC;Omicron;DEV;;Recombinants;1913;0
4;2024-08-14 06:45:34;2021-10-25;BN.1;Omicron;DEV;;BA.2.75;1913;0
4;2024-08-14 06:45:34;2021-10-25;XAY;Omicron;DEV;;Recombinants;1913;0
4;2024-08-14 06:45:34;2021-10-25;BQ.1.1;Omicron;;;BQ.1;1913;0
4;2024-08-14 06:45:34;2021-10-25;BA.4.6;Omicron;;;BA.4;1913;0
4;2024-08-14 06:45:34;2021-10-25;BA.3;Omicron;DEV;;B.1.1.529;1913;0
4;2024-08-14 06:45:34;2021-10-25;BA.2.12.1;Omicron;DEV;;BA.2+S:L452X;1913;0
4;2024-08-14 06:45:34;2021-10-25;BA.1;Omicron;DEV;;B.1.1.529;1913;0
4;2024-08-14 06:45:34;2021-10-25;B.1.617.2;Delta;DEV;;;1913;1912
4;2024-08-14 06:45:34;2021-10-25;B.1.351;Beta;DEV;;;1913;0
4;2024-08-14 06:45:34;2021-10-25;P.1;Gamma;DEV;;;1913;0
4;2024-08-14 06:45:34;2021-10-25;B.1.1.7;Alpha;DEV;;;1913;0
4;2024-08-14 06:45:34;2021-10-25;B.1.621;Mu;DEV;;;1913;0
4;2024-08-14 06:45:34;2021-10-25;C.37;Lambda;DEV;;;1913;0
4;2024-08-14 06:45:34;2021-10-25;BA.2+S:L452X;Omicron;DEV;;BA.2;1913;0
4;2024-08-14 06:45:34;2021-10-25;XAK;Omicron;DEV;;Recombinants;1913;0
4;2024-08-14 06:45:34;2021-10-25;XBF;Omicron;;;Recombinants;1913;0
4;2024-08-14 06:45:34;2021-10-25;XBB.1.9;Omicron;DEV;VUM;XBB;1913;0
4;2024-08-14 06:45:34;2021-11-01;Recombinants;Recombinants;;;;1994;0
4;2024-08-14 06:45:34;2021-11-01;B.1.1.529;Omicron;;;;1994;0
4;2024-08-14 06:45:34;2021-11-01;BA.2.75;Omicron;VOI;;BA.2;1994;0
4;2024-08-14 06:45:34;2021-11-01;XBB.1.5;Omicron;VOI;VOI;XBB;1994;0
4;2024-08-14 06:45:34;2021-11-01;EG.5;Omicron;VOI;VOI;XBB.1.9;1994;0
4;2024-08-14 06:45:34;2021-11-01;XBB.1.16;Omicron;VUM;VOI;XBB;1994;0
4;2024-08-14 06:45:34;2021-11-01;CH.1.1;Omicron;DEV;;BA.2.75;1994;0
4;2024-08-14 06:45:34;2021-11-01;XBB;Omicron;DEV;VUM;Recombinants;1994;0
4;2024-08-14 06:45:34;2021-11-01;BA.2.86;Omicron;VOI;VUM;BA.2;1994;0
4;2024-08-14 06:45:34;2021-11-01;JN.1;Omicron;VOI;VUM;BA.2.86;1994;0
4;2024-08-14 06:45:34;2021-11-01;KP.2;Omicron;;VUM;JN.1;1994;0
4;2024-08-14 06:45:34;2021-11-01;KP.3;Omicron;;VUM;JN.1;1994;0
4;2024-08-14 06:45:34;2021-11-01;BA.2;Omicron;DEV;;B.1.1.529;1994;0
4;2024-08-14 06:45:34;2021-11-01;BA.4;Omicron;DEV;;B.1.1.529;1994;0
4;2024-08-14 06:45:34;2021-11-01;BA.5;Omicron;DEV;;B.1.1.529;1994;0
4;2024-08-14 06:45:34;2021-11-01;BQ.1;Omicron;DEV;;BA.5;1994;0
4;2024-08-14 06:45:34;2021-11-01;BA.2.3.20;Omicron;DEV;;BA.2;1994;0
4;2024-08-14 06:45:34;2021-11-01;BF.7;Omicron;DEV;;BA.5;1994;0
4;2024-08-14 06:45:34;2021-11-01;XBC;Omicron;DEV;;Recombinants;1994;0
4;2024-08-14 06:45:34;2021-11-01;BN.1;Omicron;DEV;;BA.2.75;1994;0
4;2024-08-14 06:45:34;2021-11-01;XAY;Omicron;DEV;;Recombinants;1994;0
4;2024-08-14 06:45:34;2021-11-01;BQ.1.1;Omicron;;;BQ.1;1994;0
4;2024-08-14 06:45:34;2021-11-01;BA.4.6;Omicron;;;BA.4;1994;0
4;2024-08-14 06:45:34;2021-11-01;BA.3;Omicron;DEV;;B.1.1.529;1994;0
4;2024-08-14 06:45:34;2021-11-01;BA.2.12.1;Omicron;DEV;;BA.2+S:L452X;1994;0
4;2024-08-14 06:45:34;2021-11-01;BA.1;Omicron;DEV;;B.1.1.529;1994;0
4;2024-08-14 06:45:34;2021-11-01;B.1.617.2;Delta;DEV;;;1994;1994
4;2024-08-14 06:45:34;2021-11-01;B.1.351;Beta;DEV;;;1994;0
4;2024-08-14 06:45:34;2021-11-01;P.1;Gamma;DEV;;;1994;0
4;2024-08-14 06:45:34;2021-11-01;B.1.1.7;Alpha;DEV;;;1994;0
4;2024-08-14 06:45:34;2021-11-01;B.1.621;Mu;DEV;;;1994;0
4;2024-08-14 06:45:34;2021-11-01;C.37;Lambda;DEV;;;1994;0
4;2024-08-14 06:45:34;2021-11-01;BA.2+S:L452X;Omicron;DEV;;BA.2;1994;0
4;2024-08-14 06:45:34;2021-11-01;XAK;Omicron;DEV;;Recombinants;1994;0
4;2024-08-14 06:45:34;2021-11-01;XBF;Omicron;;;Recombinants;1994;0
4;2024-08-14 06:45:34;2021-11-01;XBB.1.9;Omicron;DEV;VUM;XBB;1994;0
4;2024-08-14 06:45:34;2021-11-08;Recombinants;Recombinants;;;;1804;0
4;2024-08-14 06:45:34;2021-11-08;B.1.1.529;Omicron;;;;1804;0
4;2024-08-14 06:45:34;2021-11-08;BA.2.75;Omicron;VOI;;BA.2;1804;0
4;2024-08-14 06:45:34;2021-11-08;XBB.1.5;Omicron;VOI;VOI;XBB;1804;0
4;2024-08-14 06:45:34;2021-11-08;EG.5;Omicron;VOI;VOI;XBB.1.9;1804;0
4;2024-08-14 06:45:34;2021-11-08;XBB.1.16;Omicron;VUM;VOI;XBB;1804;0
4;2024-08-14 06:45:34;2021-11-08;CH.1.1;Omicron;DEV;;BA.2.75;1804;0
4;2024-08-14 06:45:34;2021-11-08;XBB;Omicron;DEV;VUM;Recombinants;1804;0
4;2024-08-14 06:45:34;2021-11-08;BA.2.86;Omicron;VOI;VUM;BA.2;1804;0
4;2024-08-14 06:45:34;2021-11-08;JN.1;Omicron;VOI;VUM;BA.2.86;1804;0
4;2024-08-14 06:45:34;2021-11-08;KP.2;Omicron;;VUM;JN.1;1804;0
4;2024-08-14 06:45:34;2021-11-08;KP.3;Omicron;;VUM;JN.1;1804;0
4;2024-08-14 06:45:34;2021-11-08;BA.2;Omicron;DEV;;B.1.1.529;1804;0
4;2024-08-14 06:45:34;2021-11-08;BA.4;Omicron;DEV;;B.1.1.529;1804;0
4;2024-08-14 06:45:34;2021-11-08;BA.5;Omicron;DEV;;B.1.1.529;1804;0
4;2024-08-14 06:45:34;2021-11-08;BQ.1;Omicron;DEV;;BA.5;1804;0
4;2024-08-14 06:45:34;2021-11-08;BA.2.3.20;Omicron;DEV;;BA.2;1804;0
4;2024-08-14 06:45:34;2021-11-08;BF.7;Omicron;DEV;;BA.5;1804;0
4;2024-08-14 06:45:34;2021-11-08;XBC;Omicron;DEV;;Recombinants;1804;0
4;2024-08-14 06:45:34;2021-11-08;BN.1;Omicron;DEV;;BA.2.75;1804;0
4;2024-08-14 06:45:34;2021-11-08;XAY;Omicron;DEV;;Recombinants;1804;0
4;2024-08-14 06:45:34;2021-11-08;BQ.1.1;Omicron;;;BQ.1;1804;0
4;2024-08-14 06:45:34;2021-11-08;BA.4.6;Omicron;;;BA.4;1804;0
4;2024-08-14 06:45:34;2021-11-08;BA.3;Omicron;DEV;;B.1.1.529;1804;0
4;2024-08-14 06:45:34;2021-11-08;BA.2.12.1;Omicron;DEV;;BA.2+S:L452X;1804;0
4;2024-08-14 06:45:34;2021-11-08;BA.1;Omicron;DEV;;B.1.1.529;1804;0
4;2024-08-14 06:45:34;2021-11-08;B.1.617.2;Delta;DEV;;;1804;1804
4;2024-08-14 06:45:34;2021-11-08;B.1.351;Beta;DEV;;;1804;0
4;2024-08-14 06:45:34;2021-11-08;P.1;Gamma;DEV;;;1804;0
4;2024-08-14 06:45:34;2021-11-08;B.1.1.7;Alpha;DEV;;;1804;0
4;2024-08-14 06:45:34;2021-11-08;B.1.621;Mu;DEV;;;1804;0
4;2024-08-14 06:45:34;2021-11-08;C.37;Lambda;DEV;;;1804;0
4;2024-08-14 06:45:34;2021-11-08;BA.2+S:L452X;Omicron;DEV;;BA.2;1804;0
4;2024-08-14 06:45:34;2021-11-08;XAK;Omicron;DEV;;Recombinants;1804;0
4;2024-08-14 06:45:34;2021-11-08;XBF;Omicron;;;Recombinants;1804;0
4;2024-08-14 06:45:34;2021-11-08;XBB.1.9;Omicron;DEV;VUM;XBB;1804;0
4;2024-08-14 06:45:34;2021-11-15;Recombinants;Recombinants;;;;1895;0
4;2024-08-14 06:45:34;2021-11-15;B.1.1.529;Omicron;;;;1895;0
4;2024-08-14 06:45:34;2021-11-15;BA.2.75;Omicron;VOI;;BA.2;1895;0
4;2024-08-14 06:45:34;2021-11-15;XBB.1.5;Omicron;VOI;VOI;XBB;1895;0
4;2024-08-14 06:45:34;2021-11-15;EG.5;Omicron;VOI;VOI;XBB.1.9;1895;0
4;2024-08-14 06:45:34;2021-11-15;XBB.1.16;Omicron;VUM;VOI;XBB;1895;0
4;2024-08-14 06:45:34;2021-11-15;CH.1.1;Omicron;DEV;;BA.2.75;1895;0
4;2024-08-14 06:45:34;2021-11-15;XBB;Omicron;DEV;VUM;Recombinants;1895;0
4;2024-08-14 06:45:34;2021-11-15;BA.2.86;Omicron;VOI;VUM;BA.2;1895;0
4;2024-08-14 06:45:34;2021-11-15;JN.1;Omicron;VOI;VUM;BA.2.86;1895;0
4;2024-08-14 06:45:34;2021-11-15;KP.2;Omicron;;VUM;JN.1;1895;0
4;2024-08-14 06:45:34;2021-11-15;KP.3;Omicron;;VUM;JN.1;1895;0
4;2024-08-14 06:45:34;2021-11-15;BA.2;Omicron;DEV;;B.1.1.529;1895;0
4;2024-08-14 06:45:34;2021-11-15;BA.4;Omicron;DEV;;B.1.1.529;1895;0
4;2024-08-14 06:45:34;2021-11-15;BA.5;Omicron;DEV;;B.1.1.529;1895;0
4;2024-08-14 06:45:34;2021-11-15;BQ.1;Omicron;DEV;;BA.5;1895;0
4;2024-08-14 06:45:34;2021-11-15;BA.2.3.20;Omicron;DEV;;BA.2;1895;0
4;2024-08-14 06:45:34;2021-11-15;BF.7;Omicron;DEV;;BA.5;1895;0
4;2024-08-14 06:45:34;2021-11-15;XBC;Omicron;DEV;;Recombinants;1895;0
4;2024-08-14 06:45:34;2021-11-15;BN.1;Omicron;DEV;;BA.2.75;1895;0
4;2024-08-14 06:45:34;2021-11-15;XAY;Omicron;DEV;;Recombinants;1895;0
4;2024-08-14 06:45:34;2021-11-15;BQ.1.1;Omicron;;;BQ.1;1895;0
4;2024-08-14 06:45:34;2021-11-15;BA.4.6;Omicron;;;BA.4;1895;0
4;2024-08-14 06:45:34;2021-11-15;BA.3;Omicron;DEV;;B.1.1.529;1895;0
4;2024-08-14 06:45:34;2021-11-15;BA.2.12.1;Omicron;DEV;;BA.2+S:L452X;1895;0
4;2024-08-14 06:45:34;2021-11-15;BA.1;Omicron;DEV;;B.1.1.529;1895;0
4;2024-08-14 06:45:34;2021-11-15;B.1.617.2;Delta;DEV;;;1895;1895
4;2024-08-14 06:45:34;2021-11-15;B.1.351;Beta;DEV;;;1895;0
4;2024-08-14 06:45:34;2021-11-15;P.1;Gamma;DEV;;;1895;0
4;2024-08-14 06:45:34;2021-11-15;B.1.1.7;Alpha;DEV;;;1895;0
4;2024-08-14 06:45:34;2021-11-15;B.1.621;Mu;DEV;;;1895;0
4;2024-08-14 06:45:34;2021-11-15;C.37;Lambda;DEV;;;1895;0
4;2024-08-14 06:45:34;2021-11-15;BA.2+S:L452X;Omicron;DEV;;BA.2;1895;0
4;2024-08-14 06:45:34;2021-11-15;XAK;Omicron;DEV;;Recombinants;1895;0
4;2024-08-14 06:45:34;2021-11-15;XBF;Omicron;;;Recombinants;1895;0
4;2024-08-14 06:45:34;2021-11-15;XBB.1.9;Omicron;DEV;VUM;XBB;1895;0
4;2024-08-14 06:45:34;2021-11-22;Recombinants;Recombinants;;;;1927;0
4;2024-08-14 06:45:34;2021-11-22;B.1.1.529;Omicron;;;;1927;4
4;2024-08-14 06:45:34;2021-11-22;BA.2.75;Omicron;VOI;;BA.2;1927;0
4;2024-08-14 06:45:34;2021-11-22;XBB.1.5;Omicron;VOI;VOI;XBB;1927;0
4;2024-08-14 06:45:34;2021-11-22;EG.5;Omicron;VOI;VOI;XBB.1.9;1927;0
4;2024-08-14 06:45:34;2021-11-22;XBB.1.16;Omicron;VUM;VOI;XBB;1927;0
4;2024-08-14 06:45:34;2021-11-22;CH.1.1;Omicron;DEV;;BA.2.75;1927;0
4;2024-08-14 06:45:34;2021-11-22;XBB;Omicron;DEV;VUM;Recombinants;1927;0
4;2024-08-14 06:45:34;2021-11-22;BA.2.86;Omicron;VOI;VUM;BA.2;1927;0
4;2024-08-14 06:45:34;2021-11-22;JN.1;Omicron;VOI;VUM;BA.2.86;1927;0
4;2024-08-14 06:45:34;2021-11-22;KP.2;Omicron;;VUM;JN.1;1927;0
4;2024-08-14 06:45:34;2021-11-22;KP.3;Omicron;;VUM;JN.1;1927;0
4;2024-08-14 06:45:34;2021-11-22;BA.2;Omicron;DEV;;B.1.1.529;1927;0
4;2024-08-14 06:45:34;2021-11-22;BA.4;Omicron;DEV;;B.1.1.529;1927;0
4;2024-08-14 06:45:34;2021-11-22;BA.5;Omicron;DEV;;B.1.1.529;1927;0
4;2024-08-14 06:45:34;2021-11-22;BQ.1;Omicron;DEV;;BA.5;1927;0
4;2024-08-14 06:45:34;2021-11-22;BA.2.3.20;Omicron;DEV;;BA.2;1927;0
4;2024-08-14 06:45:34;2021-11-22;BF.7;Omicron;DEV;;BA.5;1927;0
4;2024-08-14 06:45:34;2021-11-22;XBC;Omicron;DEV;;Recombinants;1927;0
4;2024-08-14 06:45:34;2021-11-22;BN.1;Omicron;DEV;;BA.2.75;1927;0
4;2024-08-14 06:45:34;2021-11-22;XAY;Omicron;DEV;;Recombinants;1927;0
4;2024-08-14 06:45:34;2021-11-22;BQ.1.1;Omicron;;;BQ.1;1927;0
4;2024-08-14 06:45:34;2021-11-22;BA.4.6;Omicron;;;BA.4;1927;0
4;2024-08-14 06:45:34;2021-11-22;BA.3;Omicron;DEV;;B.1.1.529;1927;0
4;2024-08-14 06:45:34;2021-11-22;BA.2.12.1;Omicron;DEV;;BA.2+S:L452X;1927;0
4;2024-08-14 06:45:34;2021-11-22;BA.1;Omicron;DEV;;B.1.1.529;1927;4
4;2024-08-14 06:45:34;2021-11-22;B.1.617.2;Delta;DEV;;;1927;1923
4;2024-08-14 06:45:34;2021-11-22;B.1.351;Beta;DEV;;;1927;0
4;2024-08-14 06:45:34;2021-11-22;P.1;Gamma;DEV;;;1927;0
4;2024-08-14 06:45:34;2021-11-22;B.1.1.7;Alpha;DEV;;;1927;0
4;2024-08-14 06:45:34;2021-11-22;B.1.621;Mu;DEV;;;1927;0
4;2024-08-14 06:45:34;2021-11-22;C.37;Lambda;DEV;;;1927;0
4;2024-08-14 06:45:34;2021-11-22;BA.2+S:L452X;Omicron;DEV;;BA.2;1927;0
4;2024-08-14 06:45:34;2021-11-22;XAK;Omicron;DEV;;Recombinants;1927;0
4;2024-08-14 06:45:34;2021-11-22;XBF;Omicron;;;Recombinants;1927;0
4;2024-08-14 06:45:34;2021-11-22;XBB.1.9;Omicron;DEV;VUM;XBB;1927;0
4;2024-08-14 06:45:34;2021-11-29;Recombinants;Recombinants;;;;1899;0
4;2024-08-14 06:45:34;2021-11-29;B.1.1.529;Omicron;;;;1899;11
4;2024-08-14 06:45:34;2021-11-29;BA.2.75;Omicron;VOI;;BA.2;1899;0
4;2024-08-14 06:45:34;2021-11-29;XBB.1.5;Omicron;VOI;VOI;XBB;1899;0
4;2024-08-14 06:45:34;2021-11-29;EG.5;Omicron;VOI;VOI;XBB.1.9;1899;0
4;2024-08-14 06:45:34;2021-11-29;XBB.1.16;Omicron;VUM;VOI;XBB;1899;0
4;2024-08-14 06:45:34;2021-11-29;CH.1.1;Omicron;DEV;;BA.2.75;1899;0
4;2024-08-14 06:45:34;2021-11-29;XBB;Omicron;DEV;VUM;Recombinants;1899;0
4;2024-08-14 06:45:34;2021-11-29;BA.2.86;Omicron;VOI;VUM;BA.2;1899;0
4;2024-08-14 06:45:34;2021-11-29;JN.1;Omicron;VOI;VUM;BA.2.86;1899;0
4;2024-08-14 06:45:34;2021-11-29;KP.2;Omicron;;VUM;JN.1;1899;0
4;2024-08-14 06:45:34;2021-11-29;KP.3;Omicron;;VUM;JN.1;1899;0
4;2024-08-14 06:45:34;2021-11-29;BA.2;Omicron;DEV;;B.1.1.529;1899;0
4;2024-08-14 06:45:34;2021-11-29;BA.4;Omicron;DEV;;B.1.1.529;1899;0
4;2024-08-14 06:45:34;2021-11-29;BA.5;Omicron;DEV;;B.1.1.529;1899;0
4;2024-08-14 06:45:34;2021-11-29;BQ.1;Omicron;DEV;;BA.5;1899;0
4;2024-08-14 06:45:34;2021-11-29;BA.2.3.20;Omicron;DEV;;BA.2;1899;0
4;2024-08-14 06:45:34;2021-11-29;BF.7;Omicron;DEV;;BA.5;1899;0
4;2024-08-14 06:45:34;2021-11-29;XBC;Omicron;DEV;;Recombinants;1899;0
4;2024-08-14 06:45:34;2021-11-29;BN.1;Omicron;DEV;;BA.2.75;1899;0
4;2024-08-14 06:45:34;2021-11-29;XAY;Omicron;DEV;;Recombinants;1899;0
4;2024-08-14 06:45:34;2021-11-29;BQ.1.1;Omicron;;;BQ.1;1899;0
4;2024-08-14 06:45:34;2021-11-29;BA.4.6;Omicron;;;BA.4;1899;0
4;2024-08-14 06:45:34;2021-11-29;BA.3;Omicron;DEV;;B.1.1.529;1899;0
4;2024-08-14 06:45:34;2021-11-29;BA.2.12.1;Omicron;DEV;;BA.2+S:L452X;1899;0
4;2024-08-14 06:45:34;2021-11-29;BA.1;Omicron;DEV;;B.1.1.529;1899;11
4;2024-08-14 06:45:34;2021-11-29;B.1.617.2;Delta;DEV;;;1899;1888
4;2024-08-14 06:45:34;2021-11-29;B.1.351;Beta;DEV;;;1899;0
4;2024-08-14 06:45:34;2021-11-29;P.1;Gamma;DEV;;;1899;0
4;2024-08-14 06:45:34;2021-11-29;B.1.1.7;Alpha;DEV;;;1899;0
4;2024-08-14 06:45:34;2021-11-29;B.1.621;Mu;DEV;;;1899;0
4;2024-08-14 06:45:34;2021-11-29;C.37;Lambda;DEV;;;1899;0
4;2024-08-14 06:45:34;2021-11-29;BA.2+S:L452X;Omicron;DEV;;BA.2;1899;0
4;2024-08-14 06:45:34;2021-11-29;XAK;Omicron;DEV;;Recombinants;1899;0
4;2024-08-14 06:45:34;2021-11-29;XBF;Omicron;;;Recombinants;1899;0
4;2024-08-14 06:45:34;2021-11-29;XBB.1.9;Omicron;DEV;VUM;XBB;1899;0
4;2024-08-14 06:45:34;2021-12-06;Recombinants;Recombinants;;;;1880;0
4;2024-08-14 06:45:34;2021-12-06;B.1.1.529;Omicron;;;;1880;28
4;2024-08-14 06:45:34;2021-12-06;BA.2.75;Omicron;VOI;;BA.2;1880;0
4;2024-08-14 06:45:34;2021-12-06;XBB.1.5;Omicron;VOI;VOI;XBB;1880;0
4;2024-08-14 06:45:34;2021-12-06;EG.5;Omicron;VOI;VOI;XBB.1.9;1880;0
4;2024-08-14 06:45:34;2021-12-06;XBB.1.16;Omicron;VUM;VOI;XBB;1880;0
4;2024-08-14 06:45:34;2021-12-06;CH.1.1;Omicron;DEV;;BA.2.75;1880;0
4;2024-08-14 06:45:34;2021-12-06;XBB;Omicron;DEV;VUM;Recombinants;1880;0
4;2024-08-14 06:45:34;2021-12-06;BA.2.86;Omicron;VOI;VUM;BA.2;1880;0
