Delay terms,Humidity,Temperature,Rsq,dAICc,Rtmax/Rtmin
FALSE,FALSE,TRUE,0.74,-19.2,1.49 (1.23;1.8)
FALSE,TRUE,TRUE,0.74,-14.58,1.44 (1.21;1.79)
TRUE,FALSE,TRUE,0.73,-13.57,1.47 (1.15;1.91)
FALSE,TRUE,FALSE,0.72,-10.46,1.5 (1.17;1.92)
TRUE,TRUE,TRUE,0.74,-6.87,1.41 (1.2;1.77)
TRUE,TRUE,FALSE,0.71,-6.19,1.36 (1.09;1.88)
FALSE,FALSE,FALSE,0.68,0,1 (1;1)
TRUE,FALSE,FALSE,0.68,0,1 (1;1)
